"PDB","UniProt","Len.","Res.","ECOD ID","SCOPe ID","CATH ID","α%","β%","Coil%","Avg. RMSF","Avg. gyr.","Div. SE","Div. MM","NR domain"
"5yrvI","Q59470","137","1.55","[623.1.1.1]","a.23.2.1","1.10.1510.20","65","1","34","2.98","18.05","0.520","0.523","Yes"
"5z1nA","Q55BQ2","168","1.95","[3832.1.1.1]","-","-","73","0","27","1.03","16.13","0.779","0.760","Yes"
"5z42A","O67518","102","1.3","[4337.1.1.4]","-","3.30.1540.20","37","24","39","1.43","14.93","0.696","0.675","Yes"
"5z51A","P9WNW1","162","1.58","[507.1.1.4]","-","-","72","0","28","1.24","18.83","0.830","0.862","Yes"
"5zlqA","Q9NWV4","162","2.0","[4135.1.1.1]","b.166.1.0","-","4","55","41","0.97","17.64","0.882","0.849","Yes"
"5zmoA","Q9L0M9","172","1.69","[7070.1.1.2]","-","-","58","9","34","1.23","16.24","0.860","0.824","Yes"
"5znjA","-","567","1.84","314.1.1.13 299.1.1.1 [7502.1.1.2]","-","3.30.930.10 3.40.50.800 3.90.960.10","27","30","43","2.45","31.31","0.693","0.706","Yes"
"6a02A","A0A0D6IF67","185","1.4","[3606.1.1.1]","-","1.20.120.1940 6.10.250.2140","50","18","31","2.55","21.72","0.721","0.681","Yes"
"6a9aA","P08773","246","1.9","[266.1.1.1]","d.117.1.1","3.30.572.10","38","22","40","0.93","19.29","0.920","0.916","Yes"
"6anzA","B4RQJ2","146","1.6","[1185.1.1.1]","-","-","20","38","42","1.61","16.49","0.821","0.807","Yes"
"6ao8A","B4RL22","580","1.7","140.1.1.15 [310.1.1.1] 2005.1.1.141","-","-","54","13","33","1.36","28.91","0.931","0.889","Yes"
"6as3A","L7P7L6","106","2.0","[7019.1.1.1]","-","-","72","4","25","3.35","18.11","0.702","0.661","Yes"
"6atgC","P08603","214","1.8","3870.1.1.1","-","1.20.120.1640","73","0","27","0.88","20.01","0.906","0.921","No"
"6avjB","P0C7P0","92","1.9","3087.1.3.2","-","-","13","22","65","1.38","13.61","0.733","0.708","No"
"6b1zA","A0A077E909","511","1.6","101.8.1.5 [8002.1.1.1] 2005.1.1.140","-","1.10.1160.10 3.40.50.620 3.90.800.10","48","11","41","2.07","33.57","0.890","0.882","Yes"
"6bk4A","Q9I7D3","124","1.8","[1016.1.1.1]","-","-","69","3","28","1.25","16.59","0.839","0.823","Yes"
"6bm5A","P13009","333","1.5","258.1.1.1","d.173.1.1","1.10.288.10 3.10.196.10","38","16","45","0.99","22.02","0.925","0.913","No"
"6bn0A","Q00363","79","1.95","[394.1.1.1]","-","-","9","34","57","1.31","13.38","0.718","0.743","Yes"
"6bwqA","F9UST1","149","1.85","304.130.1.2 [3604.1.1.2]","-","-","33","41","26","4.40","22.65","0.494","0.445","Yes"
"6c0hA","A0A3F2YLX1","121","1.9","[7024.1.1.1]","-","-","60","0","40","3.25","15.24","0.463","0.500","Yes"
"6c62C","Q936X3","68","1.95","[4993.1.1.3]","-","-","56","0","44","6.13","19.41","0.444","0.409","Yes"
"6cb7A","P20985","122","1.6","[7034.1.1.1]","-","-","67","2","31","1.03","14.21","0.828","0.800","Yes"
"6ckaB","A0A0H2UWN8","68","1.56","[7032.1.1.1]","-","-","28","26","46","2.05","12.79","0.750","0.756","Yes"
"6crkG","P63096","71","2.0","[153.1.1.1]","a.137.3.1","4.10.260.10","55","0","45","9.47","22.98","0.259","0.261","Yes"
"6d7yA","-","96","1.75","[1205.2.1.1]","-","-","31","23","46","1.15","13.41","0.807","0.666","Yes"
"6d7yB","-","155","1.75","[7075.1.1.1]","-","-","25","39","37","0.74","15.34","0.908","0.904","Yes"
"6dgkB","Q99AU3","120","1.9","[4258.1.1.1]","d.299.1.1","3.30.420.330","26","41","33","0.66","14.20","0.933","0.932","Yes"
"6dlmA","-","75","1.75","[4992.1.1.4]","-","-","89","0","11","0.99","17.41","0.841","0.696","Yes"
"6dnmA","-","190","1.4","[7059.1.1.1]","-","-","45","15","41","0.89","18.36","0.922","0.905","Yes"
"6e33A","O13658","61","1.7","[373.1.1.5]","-","-","20","0","80","5.89","16.49","0.392","0.343","Yes"
"6e5yA","Q7VTJ9","448","1.5","[253.1.1.2] 2005.1.1.221","c.26.2.0 d.210.1.1","1.10.287.400 3.40.50.620 3.90.1260.10","42","18","40","4.07","27.90","0.795","0.763","Yes"
"6e7eA","P0CI27","169","1.12","[3755.4.1.2]","-","-","83","0","17","1.35","20.71","0.752","0.846","Yes"
"6eofA","G3I8R9","522","1.59","[511.1.1.2] 2484.1.1.109 2484.1.1.522","-","2.60.34.10 3.30.420.40 3.30.420.40 3.90.640.10","33","33","34","1.31","24.92","0.921","0.777","Yes"
"6eu8A","A0A0A8R8E6","196","1.47","[3077.1.1.1]","-","-","6","43","51","1.42","18.71","0.823","0.800","Yes"
"6f45D","M1EAS5","249","1.7","207.2.2.1 [7028.1.1.1]","-","-","13","25","62","1.43","23.56","0.865","0.840","Yes"
"6fc0B","G0SCU4","81","1.29","[542.1.1.3]","-","-","37","0","63","4.45","15.61","0.325","0.289","Yes"
"6fswA","O29759","236","1.9","103.8.1.1 [251.1.1.1] 304.24.1.6","a.5.8.0 d.58.11.0 d.235.1.0","1.10.10.900 3.30.70.240 3.30.1250.10","44","24","32","3.12","24.01","0.606","0.597","Yes"
"6fubB","B5UBC1","93","1.3","[3363.1.1.8]","-","-","0","41","59","3.31","15.74","0.818","0.794","Yes"
"6fy5A","Q9P0M6","198","1.65","7529.1.1.7","c.50.1.2","3.40.220.10","39","21","40","1.02","16.06","0.916","0.884","No"
"6gfxC","Q15370","160","1.83","11.1.4.45 [4215.1.1.3]","-","1.10.750.10 2.60.40.780","25","26","49","1.78","18.40","0.750","0.692","Yes"
"6gusA","S5ZIQ9","155","1.92","[897.2.1.1]","-","-","17","35","48","1.89","17.36","0.812","0.711","Yes"
"6h49A","Q9F0J8","157","1.8","101.1.4.64 [7108.1.1.1]","-","-","72","1","27","1.79","17.96","0.882","0.686","Yes"
"6h86A","B5KM66","88","1.9","[3920.1.1.1]","-","-","91","0","9","5.31","29.49","0.465","0.406","Yes"
"6hemA","Q9UHP3","303","1.72","[7071.1.1.1]","-","-","74","0","26","1.63","25.96","0.831","0.864","Yes"
"6hj6A","A0A023J4Z7","171","1.98","[3081.1.1.1]","-","-","20","30","49","2.27","16.72","0.805","0.766","Yes"
"6iahA","A0A0Q2QQ54","240","1.75","[3787.1.1.1] 2006.1.1.6","-","-","51","11","38","1.20","20.46","0.731","0.915","Yes"
"6idxA","Q96JJ3","524","1.7","[7060.1.1.2] 109.4.1.711 221.1.1.16","-","-","63","5","32","2.46","34.28","0.816","0.848","Yes"
"6in7A","P38107","81","1.96","[564.1.1.1]","-","-","65","0","35","3.80","14.57","0.451","0.577","Yes"
"6irxA","A0A0R4IKJ1","496","2.0","632.26.1.1 [7039.1.1.2] 2003.1.5.410","-","-","47","13","39","1.43","25.90","0.909","0.825","Yes"
"6j33B","W9BQ28","1053","1.3","11.1.1.250 11.1.1.1528 11.1.4.224 12.1.1.15 [4159.1.1.2] 2002.1.1.705","b.1.18.0 b.1.18.0 b.3.1.0 b.71.1.0 c.1.8.1","-","25","24","51","1.66","33.03","0.911","0.835","Yes"
"6j56A","Q9UM54","129","1.8","[3091.1.1.1]","-","-","35","28","37","1.48","16.33","0.812","0.687","Yes"
"6jptA","Q9BT73","122","0.96","[3662.1.1.2]","-","3.30.230.90","25","39","37","1.44","14.66","0.856","0.847","Yes"
"6jv8A","P08650","76","1.58","[529.1.1.1]","-","-","64","0","36","1.77","13.84","0.827","0.790","Yes"
"6jwhA","P33755","473","1.72","[7051.1.1.1] 2492.1.1.60 [7050.1.1.1] 7050.1.1.2","-","-","31","21","48","1.56","26.38","0.892","0.868","Yes"
"6ktyA","Q6MQ71","196","1.99","[3943.1.1.6] 3019.1.1.14","-","-","7","46","47","1.84","22.73","0.680","0.550","Yes"
"6l34A","Q08945","68","2.0","[190.1.1.1]","a.21.1.0","-","85","0","15","1.19","14.74","0.833","0.774","Yes"
"6l3rE","P23921","669","2.0","[1074.1.1.16] 2500.1.1.5","-","-","47","13","40","0.80","26.07","0.969","0.962","Yes"
"6l4lA","A0A0H3JU78","281","2.0","[286.1.1.] 286.1.1.1","-","-","19","45","36","1.51","20.29","0.777","0.868","Yes"
"6l4pB","Q9XHH2","145","1.7","[3187.1.1.1]","-","-","65","6","30","1.63","15.61","0.710","0.614","Yes"
"6l8sA","-","650","1.58","11.1.1.97 146.1.1.2 [151.1.1.1]","-","-","39","18","43","0.88","25.58","0.961","0.943","Yes"
"6lrdA","D0EM60","705","1.9","2.1.1.374 5104.1.1.7 2006.1.2.5 [7511.1.1.2]","-","-","46","16","38","1.97","29.78","0.827","0.850","Yes"
"6lusA","A0A3S8UVN5","133","1.4","[3432.1.1.1]","-","-","73","0","27","2.58","15.28","0.746","0.712","Yes"
"6mbgA","U6BSB2","285","1.85","[222.1.1.54] 222.1.1.60","-","-","19","38","43","1.37","19.32","0.851","0.830","Yes"
"6mdwA","Q9H040","194","1.5","2498.1.1.168 [7056.1.1.1]","-","-","38","14","48","3.58","21.10","0.638","0.631","Yes"
"6ndwB","Q9RQB6","178","1.72","[4998.1.1.1]","-","-","7","46","47","0.93","16.57","0.879","0.887","Yes"
"6nl2A","Q9L069","594","1.92","[3264.1.1.2] 206.1.1.132","-","-","42","20","38","0.95","24.91","0.950","0.932","Yes"
"6o2vA","Q96BY9","135","1.58","[7080.1.1.1]","-","-","5","44","51","1.02","16.60","0.815","0.791","Yes"
"6o6yA","B6YWC3","440","1.96","601.7.2.2 [7592.1.1.5]","-","-","46","20","34","1.10","26.96","0.947","0.928","Yes"
"6oddB","O14561","74","2.0","[1128.1.1.1]","f.71.1.1","-","82","0","18","0.99","13.79","0.820","0.777","Yes"
"6okdC","P02786","51","1.85","[5071.1.1.1]","-","-","75","0","25","1.10","12.91","0.788","0.727","Yes"
"6onoC","P9WF43","76","1.85","[1022.2.1.1]","-","-","51","3","46","1.61","12.55","0.637","0.627","Yes"
"6ovkR","-","219","1.76","[3772.1.1.1] 3070.1.1.24","-","-","12","51","37","1.57","19.91","0.821","0.663","Yes"
"6oz1A","A0A0E3TT64","643","1.97","[4011.1.1.16] [327.5.1.12] [7584.1.1.2] 7584.1.1.3","-","-","38","24","38","1.92","26.30","0.838","0.913","Yes"
"6p5hA","Q5ZTL4","105","1.53","[1103.1.1.1]","-","-","33","17","50","1.71","13.95","0.868","0.840","Yes"
"6p5xB","P25924","457","1.97","[4049.1.1.1] 1137.1.1.1 [4029.1.1.1] 2003.1.1.49 7550.1.1.1","c.2.1.11 c.90.1.1 e.37.1.1","-","40","20","40","4.37","29.38","0.469","0.421","Yes"
"6pceB","Q5JTJ3","70","1.65","[540.1.1.1]","-","-","81","0","19","1.63","14.39","0.790","0.726","Yes"
"6pnvA","Q8ZQT5","411","1.42","5.1.3.85 [7503.1.1.8]","b.68.4.1 c.51.2.0","-","9","45","45","1.18","23.73","0.905","0.878","Yes"
"6pxzB","P04918","104","1.7","[3855.1.1.1]","-","-","75","0","25","0.83","14.27","0.899","0.900","Yes"
"6q10A","B2HM00","155","1.6","[315.3.1.2]","-","-","37","16","47","1.09","15.27","0.894","0.895","Yes"
"6q9cA","O66842","155","1.78","[3697.1.1.1] 2485.1.1.69","-","-","52","14","35","2.29","18.07","0.539","0.489","Yes"
"6q9cB","O66842","418","1.78","633.11.1.1 221.1.4.2 [4335.1.1.2]","-","-","44","15","41","0.88","22.64","0.935","0.886","Yes"
"6qfkA","-","1357","2.0","10.1.2.57 10.1.2.72 12.1.1.69 12.3.1.26 [6091.1.1.3] 109.3.1.8 2002.1.1.210","-","-","23","30","47","1.60","37.82","0.931","0.872","Yes"
"6qj0A","G0S5H7","412","2.0","[3922.1.1.10] 2004.1.1.239","-","-","48","21","31","2.05","30.84","0.804","0.870","Yes"
"6ro6A","C1CYP4","58","1.41","[7112.1.1.1]","-","-","53","0","47","1.34","11.13","0.637","0.623","Yes"
"6rrvA","P11978","127","1.1","7568.1.1.2","-","-","48","11","41","1.75","16.65","0.794","0.851","No"
"6rwtA","-","184","1.42","[7111.1.1.1]","-","-","70","0","30","1.24","17.66","0.814","0.834","Yes"
"6smsA","-","724","1.47","5095.1.1.1 [5097.1.1.2] [5099.1.1.] [5098.1.1.9] [5096.1.1.2]","-","-","17","40","43","1.24","32.54","0.899","0.900","Yes"
"6supA","Q8GF99","2128","2.0","[3735.1.1.2] 3735.1.1.4 3735.1.1.4 5.1.9.4","-","-","9","41","50","0.93","44.28","0.981","0.981","Yes"
"6tgkC","Q05086","105","1.3","261.1.1.1","-","-","41","8","51","3.82","15.59","0.555","0.527","No"
"6tlyA","A0A0S4IKF4","99","1.8","386.1.1.329","-","-","19","21","60","2.50","14.53","0.560","0.575","No"
"6uofA","Q8DPV2","119","1.2","[282.1.1.1]","-","-","34","27","39","0.74","14.44","0.894","0.890","Yes"
"6vjgA","O28415","110","1.8","[3983.1.1.1]","-","-","16","33","51","1.23","14.44","0.838","0.833","Yes"
"6xb3H","P08358","241","1.9","1.4.1. [7063.1.1.]","-","-","7","48","45","1.12","20.08","0.868","0.863","Yes"
"6xdsA","P0AEX9","492","1.47","7523.1.1.23 7523.1.1.25 [4255.1.1.] 4255.1.1.2","-","-","36","27","37","3.01","26.57","0.720","0.736","Yes"
"6xrxA","P0AEX9","554","1.95","[3737.1.1.1] 7523.1.1.24","-","-","55","14","31","3.13","30.28","0.650","0.649","Yes"
"6y2xA","Q86UW9","235","1.77","[3169.1.1.1] 376.1.1.20","-","-","20","23","58","3.11","21.79","0.673","0.575","Yes"
"6yhuB","P0DTD1","117","2.0","[4315.1.1.1]","d.302.1.1","-","39","26","35","1.97","15.08","0.672","0.747","Yes"
"6ypiA","-","97","1.48","[192.17.1.2] 192.17.1.2","-","-","85","0","15","1.13","13.36","0.877","0.693","Yes"
"6zslB","P0DTD1","603","1.94","1.1.7.189 [1168.1.1.1] 2004.1.1.10 2004.1.1.1401 376.1.1.120 376.1.1.121","-","-","27","24","49","1.61","28.34","0.902","0.806","Yes"
"7a66B","-","86","1.85","[3501.1.1.]","-","-","45","35","20","1.10","13.75","0.716","0.720","Yes"
"7aexA","P52129","275","1.95","[3783.1.1.1] 331.19.1.1","-","-","52","14","35","1.87","19.81","0.820","0.787","Yes"
"7aqxA","P26332","364","1.5","[1189.1.1.]","-","-","53","9","39","1.95","31.45","0.791","0.705","Yes"
"7asgA","Q15582","594","2.0","239.3.1.1 239.3.1.1 239.3.1.1 239.3.1.1 [1181.1.1.]","-","-","30","29","41","2.26","36.41","0.912","0.601","Yes"
"7buyA","P0DTD1","306","1.6","1.1.5.40 [6001.1.1.2]","b.47.1.4","-","25","27","48","1.19","22.49","0.740","0.701","Yes"
"7bwfB","A0A3A3ATA4","92","1.7","[4267.1.1.1]","d.306.1.0","-","50","14","36","4.97","17.43","0.505","0.652","Yes"
"7c45A","Q38DE2","302","1.77","2484.1.1.15 [396.1.1.12]","-","-","42","11","46","3.57","23.00","0.788","0.801","Yes"
"7dmnA","A0A0E4AYE7","377","2.0","[4252.1.1.] 4252.1.1.","-","-","2","54","44","1.20","20.95","0.879","0.845","Yes"
"7e2sA","P72583","233","1.05","[4304.1.1.1] 109.4.1.167","-","-","58","2","41","0.87","19.16","0.950","0.909","Yes"
"7eadA","Q746G4","135","1.74","[3437.1.1.1]","-","-","20","36","44","1.16","14.76","0.834","0.759","Yes"
"7ec1A","A0A0H2XGN0","505","1.85","[3894.1.1.5] 7512.1.1.2 7512.1.1.34","-","-","33","27","40","1.46","27.46","0.811","0.700","Yes"
"7fd1A","P00214","106","1.3","[205.1.1.92]","d.58.1.2","3.30.70.20","33","12","55","1.06","13.15","0.783","0.707","Yes"
"7jflC","Q14653","47","1.68","[587.1.1.1]","a.153.1.1","-","83","0","17","2.08","11.03","0.419","0.512","Yes"
"7jrqA","-","131","1.75","[3684.1.1.3]","-","-","81","0","19","1.84","17.54","0.778","0.832","Yes"
"7k7pB","P0DTD1","118","1.77","[4356.1.1.1]","d.346.1.1","-","14","39","47","1.05","14.10","0.874","0.779","Yes"
"7la6A","Q9KM24","221","1.98","109.43.1.1 [6156.1.1.1]","-","-","46","13","42","2.17","22.67","0.851","0.831","Yes"
"7laoA","Q01515","271","1.92","[7547.1.1.1]","c.140.1.0","-","34","18","47","0.92","19.47","0.913","0.931","Yes"
"7lp1A","Q96PU5","39","1.35","[64.1.1.1]","b.72.1.0","-","0","33","67","1.64","10.29","0.640","0.577","Yes"
"7mf4A","Q4DJ68","554","1.55","[7073.1.1.1] 2003.1.1.41 2007.1.6.1","c.2.1.0 c.58.1.0","-","49","10","40","1.16","24.97","0.935","0.813","Yes"
"7n0jE","P64506","101","1.88","[3982.1.1.]","-","-","34","25","42","1.07","14.03","0.835","0.862","Yes"
"7nedA","A0A0Q9KFZ4","546","1.9","321.2.1.1 [4022.1.1.1] 2003.1.1.98","e.51.1.0","-","45","15","40","1.08","23.33","0.913","0.854","Yes"
"7nmqA","Q1XBV1","365","1.36","[3758.1.1.2]","-","-","79","3","18","1.00","25.62","0.917","0.935","Yes"
"7onnA","P0AD68","410","1.92","[3702.1.1.1] 4019.1.1.73 223.3.1.78","-","-","32","21","47","0.93","22.28","0.952","0.923","Yes"
"7p41D","Q5VT66","448","1.6","[4161.1.1.2]","-","-","34","26","40","1.47","24.90","0.866","0.701","Yes"
"7p46A","Q8PDA8","282","1.7","[4229.1.1.3]","-","-","61","0","39","3.29","21.17","0.769","0.755","Yes"
"7qsuA","H3ZKG9","374","1.9","69.1.1.9 [242.1.1.6] 242.1.1.6","-","-","24","40","36","1.08","22.55","0.937","0.937","Yes"
"7rm7A","Q2FZ58","228","1.02","[590.1.1.3]","-","-","69","2","29","3.79","18.70","0.897","0.871","Yes"
"7s86A","D8QCG9","99","2.0","[707.1.1.1]","-","-","16","32","52","3.88","15.71","0.700","0.707","Yes"
"7wabA","A0A3F3RXI7","484","1.75","[3621.1.1.] 7579.1.1.22","-","-","42","13","45","1.14","24.20","0.910","0.858","Yes"
